 budget ,id,popularity,production_companies,release_date, revenue ,runtime,title,vote_average,vote_count,ROI,Dollar_per_point,,min_rating,max_rating,Vote_avg_avg
" $90,000,000.00 ",8358,57.739713,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""ImageMovers"", ""id"": 11395}]",12/22/2000," $429,632,142.00 ",143,Cast Away,7.5,3218,477.37%," $12,000,000.00 ",,,,
" $28,000,000.00 ",318846,57.518472,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Regency Enterprises"", ""id"": 508}]",12/11/2015," $133,346,506.00 ",130,The Big Short,7.3,2607,476.24%," $3,835,616.44 ",,,,
" $60,000,000.00 ",497,103.698022,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Darkwoods Productions"", ""id"": 3982}, {""name"": ""Warner Bros."", ""id"": 6194}]",12/10/1999," $284,600,000.00 ",189,The Green Mile,8.2,4048,474.33%," $7,317,073.17 ",,,,
" $150,000,000.00 ",1858,25.468493,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""thinkfilm"", ""id"": 12247}, {""name"": ""SprocketHeads"", ""id"": 20011}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",6/27/2007," $709,709,780.00 ",144,Transformers,6.6,4040,473.14%," $22,727,272.73 ",,,,
" $50,000,000.00 ",71552,39.920035,"[{""name"": ""Universal Pictures"", ""id"": 33}]",4/4/2012," $234,989,584.00 ",113,American Reunion,6.1,1611,469.98%," $8,196,721.31 ",,,,
" $37,000,000.00 ",312221,57.773583,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Chartoff Winkler Productions"", ""id"": 88686}]",11/25/2015," $173,567,581.00 ",133,Creed,7.3,1915,469.10%," $5,068,493.15 ",,,,
" $140,000,000.00 ",22,271.972889,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}]",7/9/2003," $655,011,224.00 ",143,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985,467.87%," $18,666,666.67 ",,,,
" $250,000,000.00 ",271110,198.372395,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Marvel Studios"", ""id"": 420}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Vita-Ray Dutch Productions (III)"", ""id"": 84424}, {""name"": ""Deluxe Digital Studios"", ""id"": 84425}]",4/27/2016," $1,153,304,495.00 ",147,Captain America: Civil War,7.1,7241,461.32%," $35,211,267.61 ",,,,
" $32,000,000.00 ",45612,59.19888,"[{""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Vendome Pictures"", ""id"": 7460}]",3/30/2011," $147,332,697.00 ",93,Source Code,7.1,2699,460.41%," $4,507,042.25 ",,,,
" $165,000,000.00 ",10192,44.041186,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",5/16/2010," $752,600,867.00 ",93,Shrek Forever After,6,1959,456.12%," $27,500,000.00 ",,,,
" $70,000,000.00 ",16869,72.595961,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Zehnte Babelsberg"", ""id"": 6817}, {""name"": ""Visiona Romantica"", ""id"": 6818}]",8/18/2009," $319,131,050.00 ",153,Inglourious Basterds,7.9,6430,455.90%," $8,860,759.49 ",,,,
" $170,000,000.00 ",118340,481.098624,"[{""name"": ""Marvel Studios"", ""id"": 420}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""Bulletproof Cupid"", ""id"": 54850}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",7/30/2014," $773,328,629.00 ",121,Guardians of the Galaxy,7.9,9742,454.90%," $21,518,987.34 ",,,,
" $150,000,000.00 ",177677,114.522237,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""China Movie Channel"", ""id"": 11413}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""TC Productions"", ""id"": 21777}, {""name"": ""Alibaba Pictures Group"", ""id"": 69484}, {""name"": ""Odin"", ""id"": 69485}]",7/23/2015," $682,330,139.00 ",131,Mission: Impossible - Rogue Nation,7.1,3224,454.89%," $21,126,760.56 ",,,,
" $50,000,000.00 ",60304,53.02787,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Deutsche Filmf\u00f6rderfonds (DFFF)"", ""id"": 11238}]",1/17/2013," $224,803,475.00 ",88,Hansel & Gretel: Witch Hunters,5.7,3239,449.61%," $8,771,929.82 ",,,,
" $132,000,000.00 ",74,48.572726,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Amblin Entertainment"", ""id"": 56}]",6/28/2005," $591,739,379.00 ",116,War of the Worlds,6.2,2322,448.29%," $21,290,322.58 ",,,,
" $50,000,000.00 ",225574,83.295796,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}, {""name"": ""TF1"", ""id"": 22123}, {""name"": ""LOVEFiLM International"", ""id"": 26387}]",1/26/2014," $222,809,600.00 ",106,Non-Stop,6.8,2268,445.62%," $7,352,941.18 ",,,,
" $103,000,000.00 ",98,95.301296,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Mill Film"", ""id"": 21904}, {""name"": ""C & L"", ""id"": 21905}, {""name"": ""Dawliz"", ""id"": 21906}]",5/1/2000," $457,640,427.00 ",155,Gladiator,7.9,5439,444.31%," $13,037,974.68 ",,,,
" $150,000,000.00 ",49444,51.247321,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",5/25/2011," $665,692,281.00 ",91,Kung Fu Panda 2,6.7,1880,443.79%," $22,388,059.70 ",,,,
" $98,000,000.00 ",1734,41.862983,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Alphaville Films"", ""id"": 11462}, {""name"": ""Imhotep Productions"", ""id"": 20242}]",4/28/2001," $433,013,274.00 ",130,The Mummy Returns,6,2206,441.85%," $16,333,333.33 ",,,,
" $20,000,000.00 ",314365,41.503588,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Rocklin / Faust"", ""id"": 42421}, {""name"": ""First Look Media"", ""id"": 75807}]",11/6/2015," $88,346,473.00 ",128,Spotlight,7.8,2686,441.73%," $2,564,102.56 ",,,,
" $60,000,000.00 ",37165,56.488027,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}]",6/4/1998," $264,118,201.00 ",103,The Truman Show,7.8,4537,440.20%," $7,692,307.69 ",,,,
" $19,000,000.00 ",1417,90.809408,"[{""name"": ""Estudios Picasso"", ""id"": 2029}, {""name"": ""Esperanto Filmoj"", ""id"": 7470}, {""name"": ""Tequila Gang"", ""id"": 11628}]",5/27/2006," $83,258,226.00 ",118,Pan's Labyrinth,7.6,3041,438.20%," $2,500,000.00 ",,,,
" $125,000,000.00 ",955,54.931334,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Munich Film Partners & Company (MFP) MI2 Productions"", ""id"": 51199}]",5/24/2000," $546,388,105.00 ",123,Mission: Impossible II,5.9,1928,437.11%," $21,186,440.68 ",,,,
" $125,000,000.00 ",435,41.380094,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Mark Gordon Productions"", ""id"": 11362}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]",5/26/2004," $544,272,402.00 ",124,The Day After Tomorrow,6.2,2392,435.42%," $20,161,290.32 ",,,,
" $22,000,000.00 ",277,81.829237,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Laurinfilm"", ""id"": 7733}, {""name"": ""Subterranean Productions LLC"", ""id"": 7734}, {""name"": ""Subterranean Productions UK Ltd."", ""id"": 7735}, {""name"": ""Underworld Produktions GmbH"", ""id"": 7736}]",9/19/2003," $95,708,457.00 ",121,Underworld,6.6,2512,435.04%," $3,333,333.33 ",,,,
" $40,000,000.00 ",49530,60.231382,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""New Regency Pictures"", ""id"": 10104}]",10/27/2011," $173,930,596.00 ",109,In Time,6.7,3417,434.83%," $5,970,149.25 ",,,,
" $110,000,000.00 ",787,44.635452,"[{""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}]",6/7/2005," $478,207,520.00 ",120,Mr. & Mrs. Smith,6.5,2965,434.73%," $16,923,076.92 ",,,,
" $250,000,000.00 ",49026,112.31295,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}, {""name"": ""Syncopy"", ""id"": 9996}]",7/16/2012," $1,084,939,099.00 ",165,The Dark Knight Rises,7.6,9106,433.98%," $32,894,736.84 ",,,,
" $50,000,000.00 ",302699,45.318703,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Bluegrass Films"", ""id"": 13778}, {""name"": ""Principato-Young Entertainment"", ""id"": 37845}]",6/15/2016," $216,972,543.00 ",107,Central Intelligence,6.2,1650,433.95%," $8,064,516.13 ",,,,
" $23,600,000.00 ",19908,57.300674,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Pariah"", ""id"": 11733}]",10/7/2009," $102,391,382.00 ",88,Zombieland,7.2,3550,433.86%," $3,277,777.78 ",,,,
" $135,000,000.00 ",49519,64.183321,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",3/20/2013," $585,178,928.00 ",98,The Croods,6.8,2399,433.47%," $19,852,941.18 ",,,,
" $35,000,000.00 ",50544,40.526587,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Olive Bridge Entertainment"", ""id"": 7291}]",7/21/2011," $150,483,765.00 ",109,Friends with Benefits,6.5,2237,429.95%," $5,384,615.38 ",,,,
" $70,000,000.00 ",879,33.648404,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""TriStar Pictures"", ""id"": 559}]",12/11/1991," $300,854,823.00 ",144,Hook,6.6,1532,429.79%," $10,606,060.61 ",,,,
" $42,000,000.00 ",80278,47.559928,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Telecinco Cinema"", ""id"": 2674}, {""name"": ""Apaches Entertainment"", ""id"": 8111}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Institut Valenci\u00e3 de Cinematografia (IVAC)"", ""id"": 18309}, {""name"": ""Mediaset Espa\u00f1a"", ""id"": 21632}, {""name"": ""La Trini"", ""id"": 53490}, {""name"": ""Generalitat Valenciana"", ""id"": 53491}]",9/9/2012," $180,274,123.00 ",113,The Impossible,7,2025,429.22%," $6,000,000.00 ",,,,
" $110,000,000.00 ",254128,100.412364,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Flynn Picture Company"", ""id"": 34081}]",5/27/2015," $470,490,832.00 ",114,San Andreas,6,2968,427.72%," $18,333,333.33 ",,,,
" $50,000,000.00 ",224141,65.90161,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Lucamar Productions"", ""id"": 17021}]",12/25/2014," $212,902,372.00 ",125,Into the Woods,5.6,1652,425.80%," $8,928,571.43 ",,,,
" $175,000,000.00 ",297761,90.23792,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}]",8/2/2016," $745,000,000.00 ",123,Suicide Squad,5.9,7458,425.71%," $29,661,016.95 ",,,,
" $100,000,000.00 ",68718,82.121691,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""The Weinstein Company"", ""id"": 308}]",12/25/2012," $425,368,238.00 ",165,Django Unchained,7.8,10099,425.37%," $12,820,512.82 ",,,,
" $185,000,000.00 ",217,75.674458,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Paramount Pictures"", ""id"": 4}]",5/21/2008," $786,636,033.00 ",122,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495,425.21%," $32,456,140.35 ",,,,
" $85,000,000.00 ",76492,56.257411,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}]",9/20/2012," $358,375,603.00 ",91,Hotel Transylvania,6.8,2566,421.62%," $12,500,000.00 ",,,,
" $180,000,000.00 ",102651,110.620647,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Roth Films"", ""id"": 16314}]",5/28/2014," $758,539,785.00 ",97,Maleficent,7,4496,421.41%," $25,714,285.71 ",,,,
" $26,000,000.00 ",6957,38.473732,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Apatow Productions"", ""id"": 10105}]",8/11/2005," $109,449,237.00 ",116,The 40 Year Old Virgin,6.2,1983,420.96%," $4,193,548.39 ",,,,
" $170,000,000.00 ",100402,72.225265,"[{""name"": ""Marvel Studios"", ""id"": 420}]",3/20/2014," $714,766,572.00 ",136,Captain America: The Winter Soldier,7.6,5764,420.45%," $22,368,421.05 ",,,,
" $145,000,000.00 ",82702,100.21391,"[{""name"": ""DreamWorks Animation"", ""id"": 521}, {""name"": ""Mad Hatter Entertainment"", ""id"": 20154}]",6/12/2014," $609,123,048.00 ",102,How to Train Your Dragon 2,7.6,3106,420.08%," $19,078,947.37 ",,,,
" $175,000,000.00 ",14160,92.201962,"[{""name"": ""Pixar Animation Studios"", ""id"": 3}]",5/13/2009," $735,099,082.00 ",96,Up,7.7,6870,420.06%," $22,727,272.73 ",,,,
" $20,000,000.00 ",328387,62.933899,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Allison Shearmur Productions"", ""id"": 47706}, {""name"": ""Keep Your Head"", ""id"": 79963}]",7/27/2016," $83,707,310.00 ",96,Nerve,7.1,2181,418.54%," $2,816,901.41 ",,,,
" $170,000,000.00 ",119450,243.791743,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Chernin Entertainment"", ""id"": 7076}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",6/26/2014," $710,644,566.00 ",130,Dawn of the Planet of the Apes,7.3,4410,418.03%," $23,287,671.23 ",,,,
" $140,000,000.00 ",1726,120.725053,"[{""name"": ""Marvel Studios"", ""id"": 420}]",4/30/2008," $585,174,222.00 ",126,Iron Man,7.4,8776,417.98%," $18,918,918.92 ",,,,
" $150,000,000.00 ",8960,56.758411,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}, {""name"": ""Blue Light"", ""id"": 28064}, {""name"": ""GH Three"", ""id"": 41756}]",7/1/2008," $624,029,371.00 ",92,Hancock,6.2,2961,416.02%," $24,193,548.39 ",,,,
" $180,000,000.00 ",411,67.391328,"[{""name"": ""Walt Disney"", ""id"": 5888}, {""name"": ""Walden Media"", ""id"": 10221}]",12/7/2005," $748,806,957.00 ",143,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629,416.00%," $26,865,671.64 ",,,,
" $150,000,000.00 ",2062,65.677399,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",6/22/2007," $623,722,818.00 ",111,Ratatouille,7.5,4369,415.82%," $20,000,000.00 ",,,,
" $40,000,000.00 ",296098,48.445978,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",10/15/2015," $165,478,348.00 ",141,Bridge of Spies,7.2,2583,413.70%," $5,555,555.56 ",,,,
" $45,000,000.00 ",388,45.220386,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]",3/23/2006," $184,376,254.00 ",129,Inside Man,7.3,1630,409.73%," $6,164,383.56 ",,,,
" $165,000,000.00 ",157336,724.247784,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}, {""name"": ""Lynda Obst Productions"", ""id"": 13769}]",11/5/2014," $675,120,017.00 ",169,Interstellar,8.1,10867,409.16%," $20,370,370.37 ",,,,
" $250,000,000.00 ",49051,108.849621,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",11/26/2012," $1,021,103,568.00 ",169,The Hobbit: An Unexpected Journey,7,8297,408.44%," $35,714,285.71 ",,,,
" $160,000,000.00 ",131634,127.284427,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Color Force"", ""id"": 5420}]",11/18/2015," $653,428,261.00 ",137,The Hunger Games: Mockingjay - Part 2,6.6,3984,408.39%," $24,242,424.24 ",,,,
" $90,000,000.00 ",1572,51.881077,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]",5/19/1995," $366,101,666.00 ",128,Die Hard: With a Vengeance,6.9,2066,406.78%," $13,043,478.26 ",,,,
" $150,000,000.00 ",10527,44.141021,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",10/30/2008," $603,900,354.00 ",89,Madagascar: Escape 2 Africa,6.2,1810,402.60%," $24,193,548.39 ",,,,
" $65,000,000.00 ",861,43.129703,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Carolco Pictures"", ""id"": 14723}, {""name"": ""Carolco International N.V."", ""id"": 80461}]",6/1/1990," $261,317,921.00 ",113,Total Recall,7.1,1710,402.03%," $9,154,929.58 ",,,,
" $130,000,000.00 ",102899,120.09361,"[{""name"": ""Marvel Studios"", ""id"": 420}]",7/14/2015," $519,311,965.00 ",117,Ant-Man,7,5880,399.47%," $18,571,428.57 ",,,,
" $150,000,000.00 ",36557,88.935165,"[{""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Babelsberg Film"", ""id"": 19481}]",11/14/2006," $599,045,960.00 ",144,Casino Royale,7.3,3855,399.36%," $20,547,945.21 ",,,,
" $29,000,000.00 ",11036,55.109138,"[{""name"": ""New Line Cinema"", ""id"": 12}]",6/25/2004," $115,603,229.00 ",123,The Notebook,7.7,3067,398.63%," $3,766,233.77 ",,,,
" $40,000,000.00 ",187,66.003433,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Troublemaker Studios"", ""id"": 10807}, {""name"": ""Miramax"", ""id"": 53009}]",4/1/2005," $158,733,820.00 ",124,Sin City,7.2,2691,396.83%," $5,555,555.56 ",,,,
" $93,000,000.00 ",331,1.859364,"[{""name"": ""Universal Studios"", ""id"": 13}, {""name"": ""Amblin Entertainment"", ""id"": 56}]",7/18/2001," $368,780,809.00 ",92,Jurassic Park III,5.7,2077,396.54%," $16,315,789.47 ",,,,
" $140,000,000.00 ",95,58.485967,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Valhalla Motion Pictures"", ""id"": 11533}]",7/1/1998," $553,799,566.00 ",151,Armageddon,6.4,2482,395.57%," $21,875,000.00 ",,,,
" $165,000,000.00 ",177572,203.73459,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]",10/24/2014," $652,105,443.00 ",102,Big Hero 6,7.8,6135,395.22%," $21,153,846.15 ",,,,
" $75,000,000.00 ",36657,4.66891,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Springwood Productions"", ""id"": 22969}, {""name"": ""Genetics Productions"", ""id"": 22970}]",7/13/2000," $296,339,527.00 ",104,X-Men,6.8,4097,395.12%," $11,029,411.76 ",,,,
" $135,000,000.00 ",281957,100.635882,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Appian Way"", ""id"": 562}, {""name"": ""CatchPlay"", ""id"": 8870}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Hong Kong Alpha Motion Pictures Co."", ""id"": 13796}, {""name"": ""RatPac Entertainment"", ""id"": 28732}, {""name"": ""M Productions"", ""id"": 52660}, {""name"": ""Monarchy Enterprises S.a.r.l."", ""id"": 77845}]",12/25/2015," $532,950,503.00 ",156,The Revenant,7.3,6396,394.78%," $18,493,150.68 ",,,,
" $32,000,000.00 ",109414,38.21708,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Mandate Pictures"", ""id"": 771}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""Point Grey Pictures"", ""id"": 16615}]",6/12/2013," $126,041,322.00 ",107,This Is the End,6.3,2359,393.88%," $5,079,365.08 ",,,,
" $100,000,000.00 ",106646,95.007934,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Appian Way"", ""id"": 562}, {""name"": ""EMJAG Productions"", ""id"": 14654}, {""name"": ""Red Granite Pictures"", ""id"": 19177}, {""name"": ""Sikelia Productions"", ""id"": 23243}]",12/25/2013," $392,000,694.00 ",180,The Wolf of Wall Street,7.9,6571,392.00%," $12,658,227.85 ",,,,
" $200,000,000.00 ",558,35.149586,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Laura Ziskin Productions"", ""id"": 326}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]",6/25/2004," $783,766,341.00 ",127,Spider-Man 2,6.7,4321,391.88%," $29,850,746.27 ",,,,
" $150,000,000.00 ",6479,70.867401,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]",12/14/2007," $585,349,010.00 ",101,I Am Legend,6.9,4853,390.23%," $21,739,130.43 ",,,,
" $120,000,000.00 ",920,82.643036,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",6/8/2006," $461,983,149.00 ",117,Cars,6.6,3877,384.99%," $18,181,818.18 ",,,,
" $200,000,000.00 ",14161,45.274225,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Farewell Productions"", ""id"": 10905}]",10/10/2009," $769,653,595.00 ",158,2012,5.6,4903,384.83%," $35,714,285.71 ",,,,
" $75,000,000.00 ",2502,53.213931,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Hypnotic"", ""id"": 7384}, {""name"": ""Motion Picture THETA Produktionsgesellschaft"", ""id"": 11346}, {""name"": ""Ludlum Entertainment"", ""id"": 11347}]",7/23/2004," $288,500,217.00 ",108,The Bourne Supremacy,7.2,2825,384.67%," $10,416,666.67 ",,,,
" $250,000,000.00 ",57158,94.370564,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",12/11/2013," $958,400,000.00 ",161,The Hobbit: The Desolation of Smaug,7.6,4524,383.36%," $32,894,736.84 ",,,,
" $250,000,000.00 ",122917,120.965743,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""3Foot7"", ""id"": 7413}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",12/10/2014," $956,019,788.00 ",144,The Hobbit: The Battle of the Five Armies,7.1,4760,382.41%," $35,211,267.61 ",,,,
" $125,000,000.00 ",98566,143.350376,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Platinum Dunes"", ""id"": 2481}]",8/7/2014," $477,200,000.00 ",101,Teenage Mutant Ninja Turtles,5.8,2636,381.76%," $21,551,724.14 ",,,,
